vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2023-07-02,5286794.0,5249170.0,4760633.0,90.1,89.46,81.13
2023-07-03,5286794.0,5249179.0,4760883.0,90.1,89.46,81.14
2023-07-04,5286800.0,5249209.0,4761081.0,90.1,89.46,81.14
2023-07-05,5286809.0,5249237.0,4761262.0,90.1,89.46,81.14
2023-07-06,5286813.0,5249262.0,4761432.0,90.1,89.46,81.15
2023-07-07,5286821.0,5249286.0,4761600.0,90.1,89.46,81.15
2023-07-08,5286833.0,5249321.0,4761714.0,90.1,89.46,81.15
2023-07-09,5286836.0,5249333.0,4761752.0,90.1,89.46,81.15
2023-07-10,5286838.0,5249346.0,4761949.0,90.1,89.46,81.15
2023-07-11,5286842.0,5249419.0,4762333.0,90.1,89.46,81.16
2023-07-12,5286850.0,5249514.0,4762864.0,90.1,89.46,81.17
2023-07-13,5286858.0,5249626.0,4763381.0,90.1,89.47,81.18
2023-07-14,5286875.0,5249729.0,4763925.0,90.1,89.47,81.19
2023-07-15,5286897.0,5249812.0,4764236.0,90.1,89.47,81.19
2023-07-16,5286907.0,5249823.0,4764287.0,90.1,89.47,81.19
2023-07-17,5286907.0,5249891.0,4764661.0,90.1,89.47,81.2
2023-07-18,5286908.0,5249965.0,4765064.0,90.1,89.47,81.21
