Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,,epi_date_start,epi_date_end,epi_week,New_cases_epiweek
2/12/2022,SG,Singapore,WPRO,10505,460075,8,893,,,,,
2/13/2022,SG,Singapore,WPRO,9420,469495,4,897,,,,,
2/14/2022,SG,Singapore,WPRO,9082,478577,9,906,,,,,
2/15/2022,SG,Singapore,WPRO,19420,497997,7,913,,,,,
2/16/2022,SG,Singapore,WPRO,16883,514880,13,926,,,,,
2/17/2022,SG,Singapore,WPRO,18545,533425,4,930,,,,,
2/18/2022,SG,Singapore,WPRO,18094,551519,7,937,,,,,
2/19/2022,SG,Singapore,WPRO,24836,576355,4,941,,,,,
2/20/2022,SG,Singapore,WPRO,6283,582638,4,945,,,,,
2/21/2022,SG,Singapore,WPRO,13623,596261,7,952,,,,,
2/22/2022,SG,Singapore,WPRO,26032,622293,4,956,,,,,
2/23/2022,SG,Singapore,WPRO,20312,642605,7,963,,,,,
2/24/2022,SG,Singapore,WPRO,18593,661198,12,975,,,,,
2/25/2022,SG,Singapore,WPRO,18597,679795,11,986,,,,,
2/26/2022,SG,Singapore,WPRO,16857,696652,13,999,,,,,
2/27/2022,SG,Singapore,WPRO,14228,710880,8,1007,,,,,
2/28/2022,SG,Singapore,WPRO,13544,724424,12,1019,,,,,
3/1/2022,SG,Singapore,WPRO,24080,748504,11,1030,,,,,
3/2/2022,SG,Singapore,WPRO,19159,767663,10,1040,,,,,
3/3/2022,SG,Singapore,WPRO,18162,785825,9,1049,,,,,
3/4/2022,SG,Singapore,WPRO,17564,803389,18,1067,,,,,
3/5/2022,SG,Singapore,WPRO,16274,819663,6,1073,,,,,
3/6/2022,SG,Singapore,WPRO,13158,832821,5,1078,,,,,
3/7/2022,SG,Singapore,WPRO,13520,846341,6,1084,,,,,
3/8/2022,SG,Singapore,WPRO,22201,868542,15,1099,,,,,
3/9/2022,SG,Singapore,WPRO,17051,885593,11,1110,,,,,
3/10/2022,SG,Singapore,WPRO,16165,901758,6,1116,,,,,
3/11/2022,SG,Singapore,WPRO,15345,917103,13,1129,,,,,
3/12/2022,SG,Singapore,WPRO,12632,929735,10,1139,,,,,
3/13/2022,SG,Singapore,WPRO,9701,939436,6,1145,,,,,
3/14/2022,SG,Singapore,WPRO,9042,948478,8,1153,,,,,
3/15/2022,SG,Singapore,WPRO,15851,964329,6,1159,,,,,
3/16/2022,SG,Singapore,WPRO,11278,975607,11,1170,,,,,
3/17/2022,SG,Singapore,WPRO,10713,986320,12,1182,,,,,
3/18/2022,SG,Singapore,WPRO,10594,996914,9,1191,,,,,
3/19/2022,SG,Singapore,WPRO,10244,1007158,3,1194,,,,,
3/20/2022,SG,Singapore,WPRO,7859,1015017,4,1198,,,,,
3/21/2022,SG,Singapore,WPRO,7538,1022555,10,1208,,,,,
3/22/2022,SG,Singapore,WPRO,13166,1035721,6,1214,,,,,
3/23/2022,SG,Singapore,WPRO,8940,1044661,6,1220,,,,,
3/24/2022,SG,Singapore,WPRO,8478,1053139,6,1226,,,,,
3/25/2022,SG,Singapore,WPRO,7584,1060723,13,1239,,,,,
3/26/2022,SG,Singapore,WPRO,6434,1067157,7,1246,,,,,
3/27/2022,SG,Singapore,WPRO,4848,1072005,0,1246,,,,,
3/28/2022,SG,Singapore,WPRO,4925,1076930,4,1250,,,,,
3/29/2022,SG,Singapore,WPRO,8164,1085094,8,1258,,,,,
3/30/2022,SG,Singapore,WPRO,5729,1090823,5,1263,,,,,
3/31/2022,SG,Singapore,WPRO,5605,1096428,5,1268,,,,,
4/1/2022,SG,Singapore,WPRO,5010,1101438,2,1270,,,,,
4/2/2022,SG,Singapore,WPRO,4563,1106001,0,1270,,,,,
4/3/2022,SG,Singapore,WPRO,3743,1109744,4,1274,,,,,
4/4/2022,SG,Singapore,WPRO,3334,1113078,0,1274,,,,,
4/5/2022,SG,Singapore,WPRO,6341,1119419,1,1275,,,,,
4/6/2022,SG,Singapore,WPRO,4467,1123886,12,1287,,,,,
4/7/2022,SG,Singapore,WPRO,4269,1128155,3,1290,,,,,
4/8/2022,SG,Singapore,WPRO,4014,1132169,0,1290,,,,,
4/9/2022,SG,Singapore,WPRO,3259,1135428,2,1292,,,,,
4/10/2022,SG,Singapore,WPRO,2573,1138001,2,1294,,,,,
4/11/2022,SG,Singapore,WPRO,2568,1140569,9,1303,,,,,
4/12/2022,SG,Singapore,WPRO,4552,1145121,4,1307,,,,,
4/13/2022,SG,Singapore,WPRO,3535,1148656,2,1309,,,,,
4/14/2022,SG,Singapore,WPRO,3521,1152177,0,1309,,,,,
4/15/2022,SG,Singapore,WPRO,3404,1155581,1,1310,,,,,
4/16/2022,SG,Singapore,WPRO,1670,1157251,3,1313,,,,,
4/17/2022,SG,Singapore,WPRO,3049,1160300,3,1316,,,,,
4/18/2022,SG,Singapore,WPRO,2480,1162780,0,1316,,,,,
4/19/2022,SG,Singapore,WPRO,4718,1167498,1,1317,,,,,
4/20/2022,SG,Singapore,WPRO,3472,1170970,2,1319,,,,,
4/21/2022,SG,Singapore,WPRO,3420,1174390,3,1322,,,,,
4/22/2022,SG,Singapore,WPRO,3025,1177415,0,1322,,,,,
4/23/2022,SG,Singapore,WPRO,2709,1180124,1,1323,,,,,
4/24/2022,SG,Singapore,WPRO,2044,1182168,2,1325,,,,,
4/25/2022,SG,Singapore,WPRO,2058,1184226,6,1331,,,,,
4/26/2022,SG,Singapore,WPRO,3688,1187914,2,1333,,,,,
4/27/2022,SG,Singapore,WPRO,2646,1190560,1,1334,,,,,
4/28/2022,SG,Singapore,WPRO,2690,1193250,0,1334,,,,,
4/29/2022,SG,Singapore,WPRO,0,1193250,0,1334,,,,,
4/30/2022,SG,Singapore,WPRO,2141,1195391,1,1335,,,,,
5/1/2022,SG,Singapore,WPRO,4249,1199640,1,1336,,,,,
5/2/2022,SG,Singapore,WPRO,1336,1200976,2,1338,,,,,
5/3/2022,SG,Singapore,WPRO,1570,1202546,0,1338,,,,,
5/4/2022,SG,Singapore,WPRO,1638,1204184,2,1340,,,,,
5/5/2022,SG,Singapore,WPRO,4733,1208917,5,1345,,,,,
5/6/2022,SG,Singapore,WPRO,3420,1212337,1,1346,,,,,
5/7/2022,SG,Singapore,WPRO,3162,1215499,4,1350,,,,,
5/8/2022,SG,Singapore,WPRO,2423,1217922,2,1352,,,,,
5/9/2022,SG,Singapore,WPRO,2271,1220193,0,1352,,,,,
5/10/2022,SG,Singapore,WPRO,4831,1225024,4,1356,,,,,
5/11/2022,SG,Singapore,WPRO,3890,1228914,2,1358,,,,,
5/12/2022,SG,Singapore,WPRO,3645,1232559,3,1361,,,,,
5/13/2022,SG,Singapore,WPRO,4291,1236850,1,1362,,,,,
5/14/2022,SG,Singapore,WPRO,3383,1240233,0,1362,,,,,
5/15/2022,SG,Singapore,WPRO,2651,1242884,1,1363,,,,,
5/16/2022,SG,Singapore,WPRO,2123,1245007,3,1366,,,,,
5/17/2022,SG,Singapore,WPRO,2664,1247671,1,1367,,,,,
5/18/2022,SG,Singapore,WPRO,6442,1254113,2,1369,,,,,
5/19/2022,SG,Singapore,WPRO,4578,1258691,2,1371,,,,,
5/20/2022,SG,Singapore,WPRO,4342,1263033,3,1374,,,,,
5/21/2022,SG,Singapore,WPRO,3775,1266808,0,1374,,,,,
5/22/2022,SG,Singapore,WPRO,2827,1269635,1,1375,,,,,
5/23/2022,SG,Singapore,WPRO,2751,1272386,2,1377,,,,,
5/24/2022,SG,Singapore,WPRO,5727,1278113,1,1378,,,,,
5/25/2022,SG,Singapore,WPRO,4167,1282280,2,1380,,,,,
5/26/2022,SG,Singapore,WPRO,3936,1286216,2,1382,,,,,
5/27/2022,SG,Singapore,WPRO,3830,1290046,1,1383,,,,,
5/28/2022,SG,Singapore,WPRO,3323,1293369,0,1383,,,,,
5/29/2022,SG,Singapore,WPRO,2551,1295920,0,1383,,,,,
5/30/2022,SG,Singapore,WPRO,2389,1298309,3,1386,,,,,
5/31/2022,SG,Singapore,WPRO,4985,1303294,3,1389,,,,,
6/1/2022,SG,Singapore,WPRO,3577,1306871,0,1389,,,,,
6/2/2022,SG,Singapore,WPRO,3745,1310616,0,1389,,,,,
6/3/2022,SG,Singapore,WPRO,3233,1313849,0,1389,,,,,
6/4/2022,SG,Singapore,WPRO,2879,1316728,3,1392,,,,,
6/5/2022,SG,Singapore,WPRO,2256,1318984,1,1393,,,,,
6/6/2022,SG,Singapore,WPRO,2162,1321146,0,1393,,,,,
6/7/2022,SG,Singapore,WPRO,4477,1325623,1,1394,,,,,
6/8/2022,SG,Singapore,WPRO,3602,1329225,0,1394,,,,,
6/9/2022,SG,Singapore,WPRO,3431,1332656,2,1396,,,,,
6/10/2022,SG,Singapore,WPRO,0,1332656,1,1397,,,,,
6/11/2022,SG,Singapore,WPRO,6097,1338753,0,1397,,,,,
6/12/2022,SG,Singapore,WPRO,2503,1341256,0,1397,,,,,
6/13/2022,SG,Singapore,WPRO,2389,1343645,1,1398,,,,,
6/14/2022,SG,Singapore,WPRO,5130,1348775,3,1401,,,,,
6/15/2022,SG,Singapore,WPRO,3906,1352681,0,1401,,,,,
6/16/2022,SG,Singapore,WPRO,3120,1355801,0,1401,,,,,
6/17/2022,SG,Singapore,WPRO,8761,1364562,0,1401,,,,,
6/18/2022,SG,Singapore,WPRO,0,1364562,1,1402,,,,,
6/19/2022,SG,Singapore,WPRO,3199,1367761,1,1403,,,,,
6/20/2022,SG,Singapore,WPRO,3220,1370981,2,1405,,,,,
6/21/2022,SG,Singapore,WPRO,7109,1378090,0,1405,,,,,
6/22/2022,SG,Singapore,WPRO,5862,1383952,0,1405,,,,,
6/23/2022,SG,Singapore,WPRO,6606,1390558,3,1408,,,,,
6/24/2022,SG,Singapore,WPRO,7987,1398545,0,1408,,,,,
6/25/2022,SG,Singapore,WPRO,4697,1403242,0,1408,,,,,
6/26/2022,SG,Singapore,WPRO,5116,1408358,0,1408,,,,,
6/27/2022,SG,Singapore,WPRO,5309,1413667,1,1409,,,,,
6/28/2022,SG,Singapore,WPRO,11504,1425171,1,1410,,,,,
6/29/2022,SG,Singapore,WPRO,9392,1434563,1,1411,,,,,
6/30/2022,SG,Singapore,WPRO,9505,1444068,2,1413,,,,,
7/1/2022,SG,Singapore,WPRO,9087,1453155,3,1416,,,,,
7/2/2022,SG,Singapore,WPRO,7952,1461107,0,1416,,,,,
7/3/2022,SG,Singapore,WPRO,0,1461107,2,1418,,,,,
7/4/2022,SG,Singapore,WPRO,6127,1467234,1,1419,,,,,
7/5/2022,SG,Singapore,WPRO,5946,1473180,2,1421,,,,,
7/6/2022,SG,Singapore,WPRO,12784,1485964,2,1423,,,,,
7/7/2022,SG,Singapore,WPRO,9989,1495953,3,1426,,,,,
7/8/2022,SG,Singapore,WPRO,9985,1505938,0,1426,,,,,
7/9/2022,SG,Singapore,WPRO,9284,1515222,2,1428,,,,,
7/10/2022,SG,Singapore,WPRO,8659,1523881,4,1432,,,,,
7/11/2022,SG,Singapore,WPRO,6423,1530304,0,1432,,,,,
7/12/2022,SG,Singapore,WPRO,4495,1534799,5,1437,,,,,
7/13/2022,SG,Singapore,WPRO,5979,1540778,3,1440,,,,,
7/14/2022,SG,Singapore,WPRO,16870,1557648,4,1444,,,,,
7/15/2022,SG,Singapore,WPRO,11772,1569420,1,1445,,,,,
7/16/2022,SG,Singapore,WPRO,12996,1582416,5,1450,,,,,
7/17/2022,SG,Singapore,WPRO,6683,1589099,3,1453,,,,,
7/18/2022,SG,Singapore,WPRO,6947,1596046,4,1457,,,,,
7/19/2022,SG,Singapore,WPRO,6227,1602273,3,1460,,,,,
7/20/2022,SG,Singapore,WPRO,13794,1616067,3,1463,,,,,
7/21/2022,SG,Singapore,WPRO,10293,1626360,3,1466,,,,,
7/22/2022,SG,Singapore,WPRO,9749,1636109,0,1466,,,,,
7/23/2022,SG,Singapore,WPRO,8983,1645092,6,1472,,,,,
7/24/2022,SG,Singapore,WPRO,7889,1652981,4,1476,,,,,
7/25/2022,SG,Singapore,WPRO,6175,1659156,7,1483,,,,,
7/26/2022,SG,Singapore,WPRO,5551,1664707,4,1487,,,,,
7/27/2022,SG,Singapore,WPRO,12419,1677126,3,1490,,,,,
7/28/2022,SG,Singapore,WPRO,8763,1685889,2,1492,,,,,
7/29/2022,SG,Singapore,WPRO,8565,1694454,0,1492,,,,,
7/30/2022,SG,Singapore,WPRO,12999,1707453,5,1497,,,,,
7/31/2022,SG,Singapore,WPRO,1497,1708950,3,1500,,,,,
8/1/2022,SG,Singapore,WPRO,5106,1714056,20,1520,,,,,
8/2/2022,SG,Singapore,WPRO,4709,1718765,4,1524,,,,,
8/3/2022,SG,Singapore,WPRO,10230,1728995,4,1528,,,,,
8/4/2022,SG,Singapore,WPRO,7231,1736226,3,1531,,,,,
8/5/2022,SG,Singapore,WPRO,6648,1742874,0,1531,,,,,
8/6/2022,SG,Singapore,WPRO,0,1742874,5,1536,,,,,
8/7/2022,SG,Singapore,WPRO,11903,1754777,3,1539,,,,,
8/8/2022,SG,Singapore,WPRO,4798,1759575,2,1541,,,,,
8/9/2022,SG,Singapore,WPRO,3541,1763116,1,1542,,,,,
8/10/2022,SG,Singapore,WPRO,7965,1771081,1,1543,,,,,
8/11/2022,SG,Singapore,WPRO,2819,1773900,3,1546,,,,,
8/12/2022,SG,Singapore,WPRO,7262,1781162,6,1552,,,,,
8/13/2022,SG,Singapore,WPRO,5481,1786643,4,1556,,,,,
8/14/2022,SG,Singapore,WPRO,4403,1791046,3,1559,,,,,
8/15/2022,SG,Singapore,WPRO,3023,1794069,1,1560,,,,,
8/16/2022,SG,Singapore,WPRO,2665,1796734,5,1565,,,,,
8/17/2022,SG,Singapore,WPRO,5202,1801936,2,1567,,,,,
8/18/2022,SG,Singapore,WPRO,3762,1805698,5,1572,,,,,
8/19/2022,SG,Singapore,WPRO,3553,1809251,0,1572,,,,,
8/20/2022,SG,Singapore,WPRO,0,1809251,6,1578,,,,,
8/21/2022,SG,Singapore,WPRO,5666,1814917,2,1580,,,,,
8/22/2022,SG,Singapore,WPRO,1951,1816868,4,1584,,,,,
8/23/2022,SG,Singapore,WPRO,1692,1818560,0,1584,,,,,
8/24/2022,SG,Singapore,WPRO,3627,1822187,2,1586,,,,,
8/25/2022,SG,Singapore,WPRO,2645,1824832,1,1587,,,,,
8/26/2022,SG,Singapore,WPRO,2397,1827229,0,1587,,,,,
8/27/2022,SG,Singapore,WPRO,0,1827229,3,1590,,,,,
8/28/2022,SG,Singapore,WPRO,4103,1831332,1,1591,,,,,
8/29/2022,SG,Singapore,WPRO,1448,1832780,0,1591,,,,,
8/30/2022,SG,Singapore,WPRO,1410,1834190,1,1592,,,,,
8/31/2022,SG,Singapore,WPRO,2900,1837090,0,1592,,,,,
9/1/2022,SG,Singapore,WPRO,2154,1839244,1,1593,,,,,
9/2/2022,SG,Singapore,WPRO,2044,1841288,1,1594,,,,,
9/3/2022,SG,Singapore,WPRO,1948,1843236,0,1594,,,,,
9/4/2022,SG,Singapore,WPRO,1549,1844785,0,1594,,,,,
9/5/2022,SG,Singapore,WPRO,1309,1846094,2,1596,,,,,
9/6/2022,SG,Singapore,WPRO,1176,1847270,0,1596,,,,,
9/7/2022,SG,Singapore,WPRO,2745,1850015,5,1601,,,,,
9/8/2022,SG,Singapore,WPRO,2271,1852286,0,1601,,,,,
9/9/2022,SG,Singapore,WPRO,2169,1854455,0,1601,,,,,
9/10/2022,SG,Singapore,WPRO,0,1854455,1,1602,,,,,
9/11/2022,SG,Singapore,WPRO,4042,1858497,0,1602,,,,,
9/12/2022,SG,Singapore,WPRO,1440,1859937,0,1602,,,,,
9/13/2022,SG,Singapore,WPRO,1453,1861390,0,1602,,,,,
9/14/2022,SG,Singapore,WPRO,3352,1864742,2,1604,,,,,
9/15/2022,SG,Singapore,WPRO,2426,1867168,1,1605,,,,,
9/16/2022,SG,Singapore,WPRO,2423,1869591,0,1605,,,,,
9/17/2022,SG,Singapore,WPRO,1969,1871560,0,1605,,,,,
9/18/2022,SG,Singapore,WPRO,1730,1873290,2,1607,,,,,
9/19/2022,SG,Singapore,WPRO,1321,1874611,1,1608,,,,,
9/20/2022,SG,Singapore,WPRO,1973,1876584,1,1609,,,,,
9/21/2022,SG,Singapore,WPRO,3222,1879806,0,1609,,,,,
9/22/2022,SG,Singapore,WPRO,2508,1882314,0,1609,,,,,
9/23/2022,SG,Singapore,WPRO,2545,1884859,0,1609,,,,,
9/24/2022,SG,Singapore,WPRO,0,1884859,1,1610,,,,,
9/25/2022,SG,Singapore,WPRO,4685,1889544,0,1610,,,,,
9/26/2022,SG,Singapore,WPRO,1797,1891341,5,1615,,,,,
9/27/2022,SG,Singapore,WPRO,1606,1892947,2,1617,,,,,
9/28/2022,SG,Singapore,WPRO,4360,1897307,0,1617,,,,,
9/29/2022,SG,Singapore,WPRO,3454,1900761,0,1617,,,,,
9/30/2022,SG,Singapore,WPRO,3341,1904102,0,1617,,,,,
10/1/2022,SG,Singapore,WPRO,0,1904102,2,1619,,,,,
10/2/2022,SG,Singapore,WPRO,7315,1911417,1,1620,,,,,
10/3/2022,SG,Singapore,WPRO,2863,1914280,2,1622,,,,,
10/4/2022,SG,Singapore,WPRO,2713,1916993,2,1624,,,,,
10/5/2022,SG,Singapore,WPRO,7146,1924139,0,1624,,,,,
10/6/2022,SG,Singapore,WPRO,5923,1930062,1,1625,,,,,
10/7/2022,SG,Singapore,WPRO,6208,1936270,0,1625,,,,,
10/8/2022,SG,Singapore,WPRO,0,1936270,4,1629,,,,,
10/9/2022,SG,Singapore,WPRO,12132,1948402,0,1629,,,,,
10/10/2022,SG,Singapore,WPRO,4795,1953197,3,1632,,,,,
10/11/2022,SG,Singapore,WPRO,4719,1957916,2,1634,,,,,
10/12/2022,SG,Singapore,WPRO,11732,1969648,2,1636,,,,,
10/13/2022,SG,Singapore,WPRO,9611,1979259,3,1639,,,,,
10/14/2022,SG,Singapore,WPRO,9501,1988760,0,1639,,,,,
10/15/2022,SG,Singapore,WPRO,0,1988760,2,1641,,,,,
10/16/2022,SG,Singapore,WPRO,17124,2005884,3,1644,,,,,
10/17/2022,SG,Singapore,WPRO,6181,2012065,2,1646,,,,,
10/18/2022,SG,Singapore,WPRO,5196,2017261,5,1651,,,,,
10/19/2022,SG,Singapore,WPRO,11934,2029195,3,1654,,,,,
10/20/2022,SG,Singapore,WPRO,8752,2037947,5,1659,,,,,
10/21/2022,SG,Singapore,WPRO,8176,2046123,0,1659,,,,,
10/22/2022,SG,Singapore,WPRO,0,2046123,1,1660,,,,,
10/23/2022,SG,Singapore,WPRO,13586,2059709,2,1662,,,,,
10/24/2022,SG,Singapore,WPRO,4454,2064163,1,1663,,,,,
10/25/2022,SG,Singapore,WPRO,3627,2067790,3,1666,,,,,
10/26/2022,SG,Singapore,WPRO,2994,2070784,2,1668,,,,,
10/27/2022,SG,Singapore,WPRO,9557,2080341,2,1670,,,,,
10/28/2022,SG,Singapore,WPRO,6247,2086588,0,1670,,,,,
10/29/2022,SG,Singapore,WPRO,5163,2091751,4,1674,,,,,
10/30/2022,SG,Singapore,WPRO,4769,2096520,2,1676,,,,,
10/31/2022,SG,Singapore,WPRO,3240,2099760,4,1680,,,,,
11/1/2022,SG,Singapore,WPRO,0,2099760,0,1680,,,,,
11/2/2022,SG,Singapore,WPRO,8264,2108024,2,1682,,,,,
11/3/2022,SG,Singapore,WPRO,4086,2112110,1,1683,,,,,
11/4/2022,SG,Singapore,WPRO,3511,2115621,0,1683,,,,,
11/5/2022,SG,Singapore,WPRO,0,2115621,3,1686,,,,,
11/6/2022,SG,Singapore,WPRO,5814,2121435,1,1687,,,,,
11/7/2022,SG,Singapore,WPRO,1893,2123328,3,1690,,,,,
11/8/2022,SG,Singapore,WPRO,1676,2125004,1,1691,,,,,
11/9/2022,SG,Singapore,WPRO,3568,2128572,2,1693,,,,,
11/10/2022,SG,Singapore,WPRO,2982,2131554,1,1694,,,,,
11/11/2022,SG,Singapore,WPRO,2765,2134319,0,1694,,,,,
11/12/2022,SG,Singapore,WPRO,2278,2136597,1,1695,,,,,
11/13/2022,SG,Singapore,WPRO,1279,2137876,2,1697,,,,,
11/14/2022,SG,Singapore,WPRO,2223,2140099,0,1697,,,,,
11/15/2022,SG,Singapore,WPRO,1312,2141411,1,1698,,,,,
11/16/2022,SG,Singapore,WPRO,3111,2144522,1,1699,,,,,
11/17/2022,SG,Singapore,WPRO,2184,2146706,1,1700,,,,,
11/18/2022,SG,Singapore,WPRO,2088,2148794,0,1700,,,,,
11/19/2022,SG,Singapore,WPRO,0,2148794,0,1700,,,,,
11/20/2022,SG,Singapore,WPRO,0,2148794,0,1700,,,,,
11/21/2022,SG,Singapore,WPRO,4741,2153535,1,1701,,,,,
11/22/2022,SG,Singapore,WPRO,1098,2154633,0,1701,,,,,
11/23/2022,SG,Singapore,WPRO,2388,2157021,0,1701,,,,,
11/24/2022,SG,Singapore,WPRO,1688,2158709,0,1701,,,,,
11/25/2022,SG,Singapore,WPRO,1615,2160324,0,1701,,,,,
11/26/2022,SG,Singapore,WPRO,958,2161282,1,1702,,,,,
11/27/2022,SG,Singapore,WPRO,1312,2162594,0,1702,,,,,
11/28/2022,SG,Singapore,WPRO,1278,2163872,1,1703,,,,,
11/29/2022,SG,Singapore,WPRO,817,2164689,0,1703,,,,,
11/30/2022,SG,Singapore,WPRO,1838,2166527,0,1703,,,,,
12/1/2022,SG,Singapore,WPRO,1370,2167897,0,1703,,,,,
12/2/2022,SG,Singapore,WPRO,1304,2169201,0,1703,,,,,
12/3/2022,SG,Singapore,WPRO,1165,2170366,2,1705,,,,,
12/4/2022,SG,Singapore,WPRO,1023,2171389,1,1706,,,,,
12/5/2022,SG,Singapore,WPRO,1007,2172396,0,1706,,,,,
12/6/2022,SG,Singapore,WPRO,776,2173172,1,1707,,,,,
12/7/2022,SG,Singapore,WPRO,1817,2174989,0,1707,,,,,
12/8/2022,SG,Singapore,WPRO,1349,2176338,0,1707,,,,,
12/9/2022,SG,Singapore,WPRO,1363,2177701,0,1707,,,,,
12/10/2022,SG,Singapore,WPRO,1023,2178724,0,1707,,,,,
12/11/2022,SG,Singapore,WPRO,1031,2179755,0,1707,,,,,
12/12/2022,SG,Singapore,WPRO,1293,2181048,1,1708,,,,,
12/13/2022,SG,Singapore,WPRO,740,2181788,0,1708,,,,,
12/14/2022,SG,Singapore,WPRO,1817,2183605,1,1709,,,,,
12/15/2022,SG,Singapore,WPRO,1347,2184952,0,1709,,,,,
12/16/2022,SG,Singapore,WPRO,1262,2186214,0,1709,,,,,
12/17/2022,SG,Singapore,WPRO,950,2187164,0,1709,,,,,
12/18/2022,SG,Singapore,WPRO,1245,2188409,1,1710,,,,,
12/19/2022,SG,Singapore,WPRO,940,2189349,0,1710,,,,,
12/20/2022,SG,Singapore,WPRO,708,2190057,0,1710,,,,,
12/21/2022,SG,Singapore,WPRO,1540,2191597,0,1710,,,,,
12/22/2022,SG,Singapore,WPRO,1093,2192690,0,1710,,,,,
12/23/2022,SG,Singapore,WPRO,1200,2193890,0,1710,,,,,
12/24/2022,SG,Singapore,WPRO,0,2193890,1,1711,,,,,
12/25/2022,SG,Singapore,WPRO,0,2193890,0,1711,,,,,
12/26/2022,SG,Singapore,WPRO,0,2193890,0,1711,,,,,
12/27/2022,SG,Singapore,WPRO,3194,2197084,0,1711,,,,,
12/28/2022,SG,Singapore,WPRO,1424,2198508,0,1711,,,,,
12/29/2022,SG,Singapore,WPRO,729,2199237,0,1711,,,,,
12/30/2022,SG,Singapore,WPRO,1116,2200353,0,1711,,,,,
12/31/2022,SG,Singapore,WPRO,1026,2201379,0,1711,,,,,
1/1/2023,SG,Singapore,WPRO,835,2202214,0,1711,,,,,
1/2/2023,SG,Singapore,WPRO,542,2202756,1,1712,,,,,
1/3/2023,SG,Singapore,WPRO,390,2203146,0,1712,,,,,
1/4/2023,SG,Singapore,WPRO,556,2203702,0,1712,,,,,
1/5/2023,SG,Singapore,WPRO,1535,2205237,0,1712,,,,,
1/6/2023,SG,Singapore,WPRO,916,2206153,0,1712,,,,,
1/7/2023,SG,Singapore,WPRO,833,2206986,1,1713,,,,,
1/8/2023,SG,Singapore,WPRO,684,2207670,1,1714,,,,,
1/9/2023,SG,Singapore,WPRO,546,2208216,2,1716,,,,,
1/10/2023,SG,Singapore,WPRO,385,2208601,1,1717,,,,,
1/11/2023,SG,Singapore,WPRO,910,2209511,0,1717,,,,,
1/12/2023,SG,Singapore,WPRO,598,2210109,0,1717,,,,,
1/13/2023,SG,Singapore,WPRO,524,2210633,0,1717,,,,,
1/14/2023,SG,Singapore,WPRO,498,2211131,0,1717,,,,,
1/15/2023,SG,Singapore,WPRO,415,2211546,1,1718,,,,,
1/16/2023,SG,Singapore,WPRO,309,2211855,0,1718,,,,,
1/17/2023,SG,Singapore,WPRO,276,2212131,0,1718,,,,,
1/18/2023,SG,Singapore,WPRO,553,2212684,2,1720,,,,,
1/19/2023,SG,Singapore,WPRO,407,2213091,0,1720,,,,,
1/20/2023,SG,Singapore,WPRO,344,2213435,0,1720,,,,,
1/21/2023,SG,Singapore,WPRO,360,2213795,0,1720,,,,,
1/22/2023,SG,Singapore,WPRO,269,2214064,0,1720,,,,,
1/23/2023,SG,Singapore,WPRO,170,2214234,0,1720,,,,,
1/24/2023,SG,Singapore,WPRO,78,2214312,0,1720,,,,,
1/25/2023,SG,Singapore,WPRO,125,2214437,0,1720,,,,,
1/26/2023,SG,Singapore,WPRO,164,2214601,0,1720,,,,,
1/27/2023,SG,Singapore,WPRO,508,2215109,0,1720,,,,,
1/28/2023,SG,Singapore,WPRO,418,2215527,1,1721,,,,,
1/29/2023,SG,Singapore,WPRO,362,2215889,1,1722,,,,,
1/30/2023,SG,Singapore,WPRO,296,2216185,0,1722,,,,,
1/31/2023,SG,Singapore,WPRO,273,2216458,0,1722,,,,,
2/1/2023,SG,Singapore,WPRO,652,2217110,0,1722,,,,,
2/2/2023,SG,Singapore,WPRO,465,2217575,0,1722,,,,,
2/3/2023,SG,Singapore,WPRO,475,2218050,0,1722,,,,,
2/4/2023,SG,Singapore,WPRO,458,2218508,0,1722,,,,,
2/5/2023,SG,Singapore,WPRO,373,2218881,0,1722,,,,,
2/6/2023,SG,Singapore,WPRO,299,2219180,0,1722,,,,,
2/7/2023,SG,Singapore,WPRO,251,2219431,0,1722,,,,,
2/8/2023,SG,Singapore,WPRO,631,2220062,0,1722,,,,,
2/9/2023,SG,Singapore,WPRO,472,2220534,0,1722,,,,,
2/10/2023,SG,Singapore,WPRO,465,2220999,0,1722,,,,,
2/11/2023,SG,Singapore,WPRO,439,2221438,0,1722,,,,,
2/12/2023,SG,Singapore,WPRO,324,2221762,0,1722,,,,,
